Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,cleaned_Timestamp,cleaned_Gender,cleaned_Country,cleaned_state,cleaned_self_employed,cleaned_family_history,cleaned_treatment,cleaned_work_interfere,cleaned_no_employees,cleaned_remote_work,cleaned_tech_company,cleaned_benefits,cleaned_care_options,cleaned_wellness_program,cleaned_seek_help,cleaned_anonymity,cleaned_leave,cleaned_mental_health_consequence,cleaned_phys_health_consequence,cleaned_coworkers,cleaned_supervisor,cleaned_mental_health_interview,cleaned_phys_health_interview,cleaned_mental_vs_physical,cleaned_obs_consequence,cleaned_comments
2014-08-27 11:57:54,31,Male,United States,WA,Yes,Yes,No,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,20140827 115754,male,united states,wa,yes,yes,,sometimes,15,yes,yes,,,,,yes,somewhat difficult,,,yes,yes,maybe,maybe,yes,,
2014-08-27 11:59:31,32,Male,United States,UT,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Yes,No,No,,20140827 115931,male,united states,ut,,yes,yes,sometimes,26100,yes,yes,,,,,dont know,somewhat difficult,yes,,,,,yes,,,
2014-08-27 12:00:02,28,m,Germany,,No,No,No,Never,6-25,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No,,20140827 120002,,germany,,,,,never,625,yes,yes,dont know,,dont know,dont know,dont know,easy,,,,,maybe,yes,yes,,
2014-08-27 12:01:50,38,Male,United States,NY,No,Yes,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,Yes,Some of them,Maybe,Maybe,Yes,No,,20140827 120150,male,united states,ny,,yes,,sometimes,100500,yes,yes,yes,yes,,yes,dont know,dont know,,,yes,,maybe,maybe,yes,,
2014-08-27 12:02:40,23,Male,United Kingdom,,No,No,No,Never,26-100,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,20140827 120240,male,united kingdom,,,,,never,26100,,yes,yes,sure,yes,dont know,dont know,easy,,,,yes,maybe,maybe,yes,,
2014-08-27 12:02:52,30,male,Canada,,No,No,No,Never,26-100,No,No,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,No,No,,20140827 120252,male,canada,,,,,never,26100,,,,,,,dont know,dont know,,,,yes,,,,,
2014-08-27 12:03:30,27,Cis Female,United States,NY,Yes,No,Yes,Often,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,,20140827 120330,cis female,united states,ny,yes,,yes,often,15,yes,yes,yes,yes,yes,yes,yes,easy,maybe,maybe,,yes,,maybe,yes,,
2014-08-27 12:05:13,33,Male,United States,CA,No,Yes,No,Never,More than 1000,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,No,No,,20140827 120513,male,united states,ca,,yes,,never,1000,,yes,,,,,dont know,dont know,yes,,,,,maybe,,,
2014-08-27 12:05:37,31,Male,United States,TX,No,No,No,,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,No,,20140827 120537,male,united states,tx,,,,,26100,,yes,dont know,sure,,,dont know,dont know,,,,yes,maybe,maybe,,,
2014-08-27 12:07:08,39,Male,United Kingdom,,Yes,No,Yes,Often,6-25,No,Yes,No,No,No,No,Don't know,Very difficult,Maybe,No,Some of them,No,No,Maybe,No,Yes,,20140827 120708,male,united kingdom,,yes,,yes,often,625,,yes,,,,,dont know,difficult,maybe,,,,,maybe,,yes,
2014-08-27 12:10:43,34,female,United States,OR,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No,,20140827 121043,female,united states,,,yes,yes,rarely,5001000,yes,yes,yes,sure,,dont know,dont know,dont know,yes,maybe,,,,,dont know,,
2014-08-27 12:11:00,29,F,United States,FL,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,Yes,,20140827 121100,f,united states,fl,,,yes,sometimes,26100,,yes,yes,yes,,,dont know,dont know,maybe,,,,,maybe,,yes,
2014-08-27 12:11:07,32,M,United States,IL,No,No,No,,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,,20140827 121107,,united states,il,,,,,5001000,,yes,dont know,,,dont know,dont know,dont know,,,,,,,dont know,,
2014-08-27 12:12:47,31,Male,United States,NY,No,No,No,Never,500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,,20140827 121247,male,united states,ny,,,,never,5001000,,yes,yes,yes,yes,yes,yes,somewhat easy,,,,yes,,,yes,,
2014-08-27 12:13:30,40,male,United States,TX,No,No,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,Very difficult,No,No,Yes,Yes,Yes,Yes,No,No,,20140827 121330,male,united states,tx,,,yes,sometimes,26100,,yes,,yes,,,yes,difficult,,,yes,yes,yes,yes,,,
2014-08-27 12:14:13,34,Male,United States,OH,No,No,No,,26-100,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No,,20140827 121413,male,united states,oh,,,,,26100,,yes,dont know,,,,dont know,somewhat easy,maybe,,,,,maybe,dont know,,
2014-08-27 12:15:11,18,something kinda male?,Russia,,No,No,No,,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,In Russia we have mandatory medical insurance. Every employer must pay 3.6% of every employee's salary to the insurance fund like a tax. Everyone gets free healthcare at public clinics and hospitals. Some types of healthcare including mental health are still funded from the government budget but that doesn't matter it's still FREE!However this is Russia :D I don't know much about what actually happens in mental hospitals here except that a lot of young people with male in their passports use these to avoid military draft and doctors seem to help them.,20140827 121511,something kinda male,russia,,,,,,26100,yes,yes,yes,yes,,,yes,somewhat easy,,,yes,yes,yes,yes,dont know,,russia mandatory medical insurance every employer must pay 36 every employees salary insurance fund like tax everyone gets free healthcare public clinics hospitals types healthcare including mental health still funded government budget doesnt matter still freehowever russia dont know much actually happens mental hospitals except lot young people male passports use avoid military draft doctors seem help
2014-08-27 12:15:19,25,F,Canada,,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,,20140827 121519,f,canada,,,,yes,sometimes,26100,,yes,yes,yes,,dont know,dont know,dont know,maybe,,,yes,,maybe,dont know,,
2014-08-27 12:15:30,29,male,United States,MN,No,No,No,Never,26-100,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,No,No,,20140827 121530,male,united states,mn,,,,never,26100,,yes,dont know,,,dont know,dont know,dont know,,,yes,yes,maybe,maybe,,,
2014-08-27 12:16:21,24,Male,United States,MO,No,Yes,No,Rarely,26-100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No,,20140827 121621,male,united states,mo,,yes,,rarely,26100,,yes,dont know,sure,,dont know,dont know,somewhat easy,maybe,maybe,,,,maybe,dont know,,
2014-08-27 12:17:01,31,male,Mexico,,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Yes,No,No,,20140827 121701,male,mexico,,,yes,yes,sometimes,625,,yes,dont know,,,,dont know,dont know,,,,yes,maybe,yes,,,
2014-08-27 12:18:02,33,Cis Male,United States,AZ,No,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,,20140827 121802,cis male,united states,az,,,yes,sometimes,625,,yes,,yes,,,dont know,somewhat easy,maybe,,,,,maybe,,,
2014-08-27 12:18:04,30,M,United States,IN,No,No,Yes,Often,1-5,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,20140827 121804,,united states,,,,yes,often,15,,yes,,yes,,,yes,somewhat easy,,,yes,yes,maybe,maybe,yes,,
2014-08-27 12:18:14,26,female,Canada,,No,Yes,Yes,Sometimes,26-100,No,No,No,Yes,No,No,No,Very difficult,Yes,No,No,No,No,Maybe,No,Yes,In my previous workplace which had mental health protections policies and access to counsellors my Director went so far as to say to me in somewhat casual conversation A woman was murdered across the street. At best though she was bipolar and at worst - who knowsI have bipolar disorder. I have zero faith that an organization with policies in place could appropriately handle mental health. I have even less faith that a workplace without the policies in place could appropriately handle mental health. I can only imagine it's worse in full tech environments.,20140827 121814,female,canada,,,yes,yes,sometimes,26100,,,,yes,,,,difficult,yes,,,,,maybe,,yes,previous workplace mental health protections policies access counsellors director went far say somewhat casual conversation woman murdered across street best though bipolar worst knowsi bipolar disorder zero faith organization policies place could appropriately handle mental health even less faith workplace without policies place could appropriately handle mental health imagine worse full tech environments
2014-08-27 12:18:38,44,Female,United States,MA,No,No,No,Never,100-500,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,Some of them,No,No,Don't know,No,,20140827 121838,female,united states,,,,,never,100500,,yes,yes,sure,dont know,dont know,dont know,dont know,maybe,maybe,,,,,dont know,,
2014-08-27 12:19:52,25,Male,United States,NY,No,Yes,No,,26-100,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140827 121952,male,united states,ny,,yes,,,26100,,yes,dont know,,dont know,dont know,dont know,easy,,,,yes,,,dont know,,
2014-08-27 12:20:10,33,Male,United States,WI,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,20140827 122010,male,united states,wi,,yes,yes,sometimes,26100,yes,yes,yes,yes,yes,yes,yes,somewhat easy,,,,yes,maybe,maybe,yes,,
2014-08-27 12:22:55,29,Male,United States,NY,No,No,No,Never,More than 1000,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140827 122255,male,united states,ny,,,,never,1000,,yes,yes,sure,yes,dont know,dont know,somewhat easy,,,,yes,,,dont know,,
2014-08-27 12:23:48,35,Male,United States,MO,No,Yes,No,Rarely,6-25,No,Yes,Yes,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140827 122348,male,united states,mo,,yes,,rarely,625,,yes,yes,sure,,,yes,somewhat easy,,,,yes,,,dont know,,
2014-08-27 12:23:59,35,M,United States,OR,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,I've seen negative consequences towards mental health conditions in previous workplaces.Working remote is empowering in this way.,20140827 122359,,united states,,,yes,yes,sometimes,26100,yes,yes,dont know,sure,,,dont know,somewhat easy,,,,yes,,maybe,,,ive seen negative consequences towards mental health conditions previous workplacesworking remote empowering way
2014-08-27 12:25:09,28,Male,Brazil,,No,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,No,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,Yes,,20140827 122509,male,brazil,,,yes,yes,rarely,625,,yes,,,,,,dont know,maybe,,yes,yes,,,dont know,yes,
2014-08-27 12:28:12,34,m,United States,TN,No,Yes,No,Never,6-25,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,,20140827 122812,,united states,tn,,yes,,never,625,yes,yes,yes,,,,dont know,dont know,maybe,,,,,,dont know,,
2014-08-27 12:28:16,32,Male,United States,WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,,20140827 122816,male,united states,wa,,,yes,sometimes,26100,,yes,yes,,yes,yes,yes,somewhat difficult,maybe,,,yes,,maybe,yes,,
2014-08-27 12:29:25,22,Male,United States,NY,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Yes,No,No,No,No,Yes,No,No,,20140827 122925,male,united states,ny,,,yes,sometimes,5001000,,yes,yes,yes,,dont know,yes,dont know,yes,,,,,yes,,,
2014-08-27 12:31:02,28,Male,United States,CA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,,20140827 123102,male,united states,ca,,,yes,sometimes,26100,,yes,yes,yes,yes,yes,yes,somewhat easy,,,,,,maybe,yes,,
2014-08-27 12:31:03,45,male,United States,MO,No,Yes,Yes,Rarely,6-25,Yes,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,,20140827 123103,male,united states,mo,,yes,yes,rarely,625,yes,yes,yes,yes,,yes,yes,easy,,,yes,yes,yes,yes,yes,,
2014-08-27 12:31:14,32,Male,United States,NY,No,No,No,Never,100-500,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,,20140827 123114,male,united states,ny,,,,never,100500,,yes,yes,yes,,dont know,dont know,dont know,maybe,,,,,,dont know,,
2014-08-27 12:31:28,28,male,United States,TX,No,No,No,,More than 1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,,20140827 123128,male,united states,tx,,,,,1000,,yes,dont know,,,dont know,dont know,dont know,maybe,,,,,maybe,dont know,,
2014-08-27 12:31:34,26,Male,United Kingdom,,No,No,No,Never,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,Yes,,20140827 123134,male,united kingdom,,,,,never,625,,yes,dont know,,,dont know,dont know,easy,,,,,,,dont know,yes,
2014-08-27 12:31:41,21,Male,United Kingdom,,Yes,No,No,Often,1-5,Yes,No,No,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,No,No,,20140827 123141,male,united kingdom,,yes,,,often,15,yes,,,yes,,,yes,difficult,yes,,,yes,,maybe,,,
2014-08-27 12:31:41,27,Male,Canada,,No,No,No,Rarely,6-25,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,,20140827 123141,male,canada,,,,,rarely,625,,,yes,yes,yes,yes,yes,easy,maybe,,,yes,,,dont know,,
2014-08-27 12:31:43,18,Male,United States,CT,No,No,Yes,Rarely,1-5,Yes,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,No,No,No,Don't know,No,,20140827 123143,male,united states,ct,,,yes,rarely,15,yes,yes,,,,,yes,easy,,,,,,,dont know,,
2014-08-27 12:32:24,35,Male,United States,CO,No,No,No,,26-100,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,,20140827 123224,male,united states,co,,,,,26100,yes,yes,dont know,sure,,dont know,dont know,dont know,,,,yes,maybe,maybe,dont know,,
2014-08-27 12:32:59,29,Male,United States,GA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,,20140827 123259,male,united states,ga,,,,never,1000,,yes,yes,yes,,yes,dont know,dont know,yes,yes,,,,,dont know,,
2014-08-27 12:33:00,25,Male,United States,DC,No,No,No,,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140827 123300,male,united states,dc,,,,,26100,yes,yes,dont know,,,,dont know,easy,,,,yes,,,dont know,,
2014-08-27 12:33:23,33,Male,United States,MN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,No,Don't know,Don't know,Yes,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,,20140827 123323,male,united states,mn,,yes,yes,sometimes,625,yes,yes,dont know,,dont know,dont know,yes,easy,,,yes,yes,,maybe,yes,,
2014-08-27 12:33:36,36,Male,United States,WA,No,No,No,Often,6-25,No,Yes,Yes,No,No,No,Yes,Don't know,Maybe,No,No,No,No,No,Don't know,No,,20140827 123336,male,united states,wa,,,,often,625,,yes,yes,,,,yes,dont know,maybe,,,,,,dont know,,
2014-08-27 12:33:56,27,Male,Canada,,No,No,Yes,Never,100-500,No,No,Yes,Not sure,No,No,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,No,Yes,,20140827 123356,male,canada,,,,yes,never,100500,,,yes,sure,,,dont know,difficult,maybe,,,yes,,maybe,,yes,
2014-08-27 12:34:11,27,Male,United States,WA,No,Yes,No,Never,500-1000,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,Yes,No,Some of them,No,No,Yes,Don't know,No,,20140827 123411,male,united states,wa,,yes,,never,5001000,,yes,yes,,yes,yes,yes,dont know,yes,,,,,yes,dont know,,
2014-08-27 12:34:13,27,Male,United Kingdom,,No,No,No,,6-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,,20140827 123413,male,united kingdom,,,,,,625,,yes,,,,,dont know,dont know,,,,,,,dont know,,
2014-08-27 12:34:35,32,M,United States,OR,No,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Yes,No,No,Yes,No,No,Don't know,No,,20140827 123435,,united states,,,,yes,rarely,100500,,yes,yes,yes,,yes,yes,dont know,yes,,,yes,,,dont know,,
2014-08-27 12:34:48,31,Male,United Kingdom,,No,Yes,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,Yes,No,,20140827 123448,male,united kingdom,,,yes,,sometimes,625,,yes,,,,,dont know,somewhat easy,maybe,maybe,,,,,yes,,
2014-08-27 12:34:51,19,male,Slovenia,,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,No,No,No,Don't know,No,,20140827 123451,male,slovenia,,,,yes,sometimes,625,,yes,dont know,,,,dont know,somewhat easy,yes,yes,,,,,dont know,,
2014-08-27 12:34:57,33,Male,United States,IL,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Very easy,Maybe,No,Yes,Some of them,No,Yes,No,No,,20140827 123457,male,united states,il,,yes,yes,sometimes,1000,,yes,yes,yes,,,dont know,easy,maybe,,yes,,,yes,,,
2014-08-27 12:35:23,32,male,United States,CA,No,No,No,Rarely,1-5,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Maybe,No,Yes,Some of them,No,Yes,Don't know,No,,20140827 123523,male,united states,ca,,,,rarely,15,yes,yes,,yes,,,dont know,difficult,maybe,,yes,,,yes,dont know,,
2014-08-27 12:36:03,27,Male,United States,NE,No,No,No,Never,26-100,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,,20140827 123603,male,united states,ne,,,,never,26100,,yes,dont know,sure,dont know,dont know,dont know,dont know,,,yes,yes,maybe,maybe,dont know,,
2014-08-27 12:36:18,38,Male,Costa Rica,,No,No,No,,26-100,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,No,No,,20140827 123618,male,costa rica,,,,,,26100,yes,yes,,yes,,,yes,somewhat easy,,,yes,yes,maybe,yes,,,
2014-08-27 12:36:53,24,Male,Canada,,No,No,Yes,Never,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,,20140827 123653,male,canada,,,,yes,never,26100,,yes,dont know,,,,dont know,dont know,,,,yes,maybe,yes,dont know,,
2014-08-27 12:37:09,39,M,United Kingdom,,No,No,No,Never,26-100,No,No,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,,20140827 123709,,united kingdom,,,,,never,26100,,,,,,,dont know,dont know,yes,maybe,,,,,dont know,,
2014-08-27 12:37:26,28,Male,United Kingdom,,No,No,No,Never,6-25,No,Yes,Don't know,No,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,20140827 123726,male,united kingdom,,,,,never,625,,yes,dont know,,,,yes,easy,,,,yes,maybe,maybe,yes,,
2014-08-27 12:37:31,39,Male,United States,IA,No,No,Yes,Often,More than 1000,No,Yes,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,,20140827 123731,male,united states,ia,,,yes,often,1000,,yes,yes,sure,,,dont know,somewhat easy,,,yes,yes,,,dont know,,
2014-08-27 12:37:50,29,Female,United States,MD,No,No,No,,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,No,Don't know,No,,20140827 123750,female,united states,md,,,,,625,,yes,dont know,,,dont know,dont know,somewhat easy,maybe,,,,,,dont know,,
2014-08-27 12:37:50,22,m,Austria,,No,No,No,,6-25,Yes,Yes,Don't know,No,Don't know,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No,,20140827 123750,,austria,,,,,,625,yes,yes,dont know,,dont know,,dont know,somewhat easy,,,,,,,dont know,,
2014-08-27 12:38:11,38,Male,United States,OR,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,,20140827 123811,male,united states,,,yes,yes,sometimes,100500,,yes,dont know,,dont know,dont know,dont know,dont know,maybe,,,yes,,,dont know,,
2014-08-27 12:38:18,37,Male,United Kingdom,,Yes,No,Yes,Sometimes,More than 1000,No,No,No,Yes,Yes,Yes,Yes,Very difficult,Yes,Yes,Some of them,No,No,Maybe,Yes,No,I'm not a permanent employee so do not get they benefits they get.My client is extremely supportive of permanent staff with mental health issues.,20140827 123818,male,united kingdom,,yes,,yes,sometimes,1000,,,,yes,yes,yes,yes,difficult,yes,yes,,,,maybe,yes,,im permanent employee get benefits getmy client extremely supportive permanent staff mental health issues
2014-08-27 12:38:25,35,M,United States,TX,No,No,No,Never,26-100,Yes,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,,20140827 123825,,united states,tx,,,,never,26100,yes,,dont know,sure,dont know,dont know,dont know,dont know,yes,,,,,maybe,dont know,,
2014-08-27 12:39:14,-29,Male,United States,MN,No,No,No,,More than 1000,Yes,No,Yes,No,Don't know,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,,20140827 123914,male,united states,mn,,,,,1000,yes,,yes,,dont know,yes,dont know,dont know,,,,yes,,,dont know,,
